,CASE_ENQUIRY_ID,Source,storm_event,Latitude,Longitude
732505,101001272318,Constituent Call,Juno,42.3028,-71.0744
732506,101001272317,City Worker App,Juno,42.3241,-71.0603
732507,101001272316,Self Service,Juno,42.3468,-71.0727
732508,101001272314,Constituent Call,Juno,42.3393,-71.1475
732509,101001272313,Constituent Call,Juno,42.2985,-71.0802
732510,101001272311,Self Service,Juno,42.2955,-71.083
732511,101001272310,Self Service,Juno,42.3396,-71.1569
732512,101001272309,Self Service,Juno,42.3516,-71.1469
732513,101001272308,Constituent Call,Juno,42.2988,-71.0823
732514,101001272306,Constituent Call,Juno,42.3503,-71.1004
732515,101001272305,Constituent Call,Juno,42.2981,-71.0805
732516,101001272304,City Worker App,Juno,42.3248,-71.0594
732517,101001272302,Citizens Connect App,Juno,42.2874,-71.0411
732518,101001272300,Constituent Call,Juno,42.2999,-71.0656
732519,101001272299,Constituent Call,Juno,42.3272,-71.0868
732520,101001272298,Constituent Call,Juno,42.3073,-71.079
732521,101001272297,Citizens Connect App,Juno,42.3529,-71.1453
732522,101001272296,Self Service,Juno,42.299,-71.0821
732523,101001272295,Self Service,Juno,42.2844,-71.084
732524,101001272294,Constituent Call,Juno,42.2779,-71.1219
732525,101001272293,Constituent Call,Juno,42.2826,-71.1405
732526,101001272291,Constituent Call,Juno,42.3073,-71.079
732527,101001272290,Self Service,Juno,42.3356,-71.0749
732528,101001272289,Citizens Connect App,Juno,42.3504,-71.1264
732529,101001272288,Constituent Call,Juno,42.2436,-71.1212
732530,101001272287,Constituent Call,Juno,42.3058,-71.0628
732531,101001272286,Constituent Call,Juno,42.2844,-71.161
732532,101001272285,Constituent Call,Juno,42.3428,-71.0798
732533,101001272282,Self Service,Juno,42.2922,-71.0679
732534,101001272281,Constituent Call,Juno,42.2847,-71.1612
732535,101001272280,Self Service,Juno,42.3324,-71.0365
732536,101001272279,Constituent Call,Juno,42.2844,-71.161
732537,101001272277,Constituent Call,Juno,42.3067,-71.1263
732538,101001272276,Constituent Call,Juno,42.3012,-71.1228
732539,101001272275,City Worker App,Juno,42.3297,-71.0372
732540,101001272274,Self Service,Juno,42.3343,-71.035
732541,101001272268,Self Service,Juno,42.3386,-71.08
732542,101001272267,Constituent Call,Juno,42.3563,-71.0729
732543,101001272266,Self Service,Juno,42.2753,-71.164
732544,101001272265,Self Service,Juno,42.3498,-71.1602
732545,101001272263,Constituent Call,Juno,42.3563,-71.0729
732546,101001272261,Constituent Call,Juno,42.2916,-71.0405
732547,101001272260,Constituent Call,Juno,42.3206,-71.0709
732548,101001272259,Self Service,Juno,42.2791,-71.1552
732549,101001272258,Constituent Call,Juno,42.3133,-71.1083
732550,101001272257,Constituent Call,Juno,42.32,-71.092
732551,101001272256,Constituent Call,Juno,42.3029,-71.0699
732552,101001272255,Self Service,Juno,42.3451,-71.1531
732553,101001272254,Self Service,Juno,42.3414,-71.1507
732554,101001272253,Constituent Call,Juno,42.295,-71.072
732555,101001272252,Self Service,Juno,42.3376,-71.0724
732556,101001272251,Citizens Connect App,Juno,42.2786,-71.0602
732557,101001272250,Self Service,Juno,42.278999999999996,-71.153
732558,101001272249,Constituent Call,Juno,42.295,-71.072
732559,101001272248,Citizens Connect App,Juno,42.3125,-71.0602
732560,101001272247,Self Service,Juno,42.3458,-71.1405
732561,101001272246,Self Service,Juno,42.3063,-71.1114
732562,101001272244,Self Service,Juno,42.2829,-71.0987
732563,101001272243,Self Service,Juno,42.2851,-71.1152
732564,101001272242,Citizens Connect App,Juno,42.3547,-71.0538
732565,101001272241,Self Service,Juno,42.2423,-71.1392
732566,101001272240,Constituent Call,Juno,42.3665,-71.0582
732567,101001272239,Self Service,Juno,42.339,-71.0763
732568,101001272238,Constituent Call,Juno,42.3594,-71.064
732569,101001272237,Constituent Call,Juno,42.2999,-71.1291
732570,101001272236,Constituent Call,Juno,42.3092,-71.1193
732571,101001272235,Constituent Call,Juno,42.2999,-71.1291
732572,101001272234,Self Service,Juno,42.3284,-71.094
732573,101001272232,Citizens Connect App,Juno,42.3512,-71.0731
732574,101001272231,Constituent Call,Juno,42.3087,-71.0782
732575,101001272230,Constituent Call,Juno,42.3444,-71.0687
732576,101001272229,Citizens Connect App,Juno,42.3154,-71.0536
732577,101001272228,Constituent Call,Juno,42.3342,-71.0316
732578,101001272227,Constituent Call,Juno,42.31,-71.1225
732579,101001272226,Constituent Call,Juno,42.3155,-71.0936
732580,101001272225,Constituent Call,Juno,42.3579,-71.0702
732581,101001272224,Citizens Connect App,Juno,42.36,-71.1474
732582,101001272223,Constituent Call,Juno,42.3594,-71.0587
732583,101001272222,Constituent Call,Juno,42.3548,-71.1269
732584,101001272219,Self Service,Juno,42.3133,-71.109
